FRAME,NAME,MASS,VELOCITY,ACCELERATION,POSITION
37,Mercury,3.285e+23,(-17819.7,-46476.7,0),(0.0405673,-0.0161433,0),(-5.27725e+10,1.63722e+10,0)
37,Venus,4.867e+24,(-30600.5,17894.7,0),(-0.00607724,-0.00989637,0),(5.33053e+10,9.26538e+10,0)
37,Earth,5.972e+24,(-17838.1,24043.7,0),(-0.0048682,-0.00349382,0),(1.19383e+11,8.88636e+10,0)
37,Mars,6.39e+23,(-8035.98,22735.7,0),(-0.00242745,-0.000828914,0),(2.14596e+11,7.54828e+10,0)
38,Sun,1.989e+30,(0.135909,0.0783356,0),(2.25313e-08,3.7789e-08,0),(259348,95838.5,0)
38,Mercury,3.285e+23,(-14231.6,-47589.9,0),(0.0415296,-0.012884,0),(-5.40021e+10,1.22604e+10,0)
38,Venus,4.867e+24,(-31101.1,17024.6,0),(-0.00579366,-0.0100706,0),(5.06182e+10,9.41247e+10,0)
38,Earth,5.972e+24,(-18253.5,23734.5,0),(-0.00480794,-0.00357878,0),(1.17806e+11,9.09143e+10,0)
38,Mars,6.39e+23,(-8245.07,22662.2,0),(-0.00242003,-0.000851205,0),(2.13883e+11,7.74408e+10,0)
39,Sun,1.989e+30,(0.137768,0.0816109,0),(2.15233e-08,3.79092e-08,0),(271251,102890,0)
39,Mercury,3.285e+23,(-10584.1,-48417.9,0),(0.0422157,-0.00958434,0),(-5.49166e+10,8.07712e+09,0)
39,Venus,4.867e+24,(-31576.7,16140.1,0),(-0.00550486,-0.0102365,0),(4.78899e+10,9.55192e+10,0)
39,Earth,5.972e+24,(-18663.6,23418,0),(-0.00474616,-0.00366271,0),(1.16193e+11,9.29376e+10,0)
39,Mars,6.39e+23,(-8453.51,22586.7,0),(-0.0024124,-0.000873433,0),(2.13153e+11,7.93923e+10,0)
40,Sun,1.989e+30,(0.139543,0.0848944,0),(2.0544e-08,3.80031e-08,0),(283308,110225,0)
40,Mercury,3.285e+23,(-6901.14,-48959.6,0),(0.0426273,-0.00626948,0),(-5.55129e+10,3.84701e+09,0)
40,Venus,4.867e+24,(-32027,15242.1,0),(-0.0052111,-0.0103941,0),(4.51228e+10,9.68361e+10,0)
40,Earth,5.972e+24,(-19068.2,23094.4,0),(-0.00468289,-0.00374558,0),(1.14546e+11,9.49329e+10,0)
40,Mars,6.39e+23,(-8661.26,22509.3,0),(-0.00240457,-0.000895595,0),(2.12404e+11,8.13371e+10,0)
41,Sun,1.989e+30,(0.141236,0.088184,0),(1.95933e-08,3.80743e-08,0),(295510,117844,0)
41,Mercury,3.285e+23,(-3205.91,-49215.7,0),(0.0427689,-0.00296374,0),(-5.57898e+10,-4.05226e+08,0)
41,Venus,4.867e+24,(-32451.4,14331.2,0),(-0.00491261,-0.010543,0),(4.2319e+10,9.80743e+10,0)
41,Earth,5.972e+24,(-19467.2,22763.7,0),(-0.00461814,-0.00382736,0),(1.12864e+11,9.68997e+10,0)
41,Mars,6.39e+23,(-8868.32,22430.1,0),(-0.00239653,-0.00091769,0),(2.11638e+11,8.32751e+10,0)
42,Sun,1.989e+30,(0.142849,0.0914781,0),(1.86706e-08,3.81259e-08,0),(307853,125747,0)
42,Mercury,3.285e+23,(478.82,-49188.9,0),(0.0426473,0.000309871,0),(-5.57485e+10,-4.65515e+09,0)
42,Venus,4.867e+24,(-32849.7,13408.1,0),(-0.00460967,-0.0106832,0),(3.94808e+10,9.92328e+10,0)
42,Earth,5.972e+24,(-19860.5,22426,0),(-0.00455193,-0.00390804,0),(1.11148e+11,9.88373e+10,0)
42,Mars,6.39e+23,(-9074.67,22348.9,0),(-0.0023883,-0.000939717,0),(2.10854e+11,8.5206e+10,0)
43,Sun,1.989e+30,(0.144385,0.0947752,0),(1.77754e-08,3.81612e-08,0),(320328,133936,0)
43,Mercury,3.285e+23,(4131.04,-48883.9,0),(0.0422711,0.00352984,0),(-5.53916e+10,-8.87872e+09,0)
43,Venus,4.867e+24,(-33221.4,12473.8,0),(-0.00430254,-0.0108145,0),(3.66104e+10,1.00311e+11,0)
43,Earth,5.972e+24,(-20247.9,22081.5,0),(-0.00448428,-0.00398757,0),(1.09398e+11,1.00745e+11,0)
43,Mars,6.39e+23,(-9280.29,22265.8,0),(-0.00237986,-0.000961672,0),(2.10052e+11,8.71298e+10,0)
44,Sun,1.989e+30,(0.145846,0.0980742,0),(1.69066e-08,3.81831e-08,0),(332929,142410,0)
